,City,Country,Cloudiness,Date,Humidity,Latitude,Longitude,Maximum Temp,Wind Speed
266,Carauari,BR,35,1570568400,44,-4.8767,-66.8962,92.95,2.75
267,Nebug,RU,100,1570568400,94,44.1643,38.9989,44.4,7.16
268,Lima,PE,85,1570568400,87,-12.0622,-77.0366,63.48,11.83
269,Waipawa,NZ,0,1570568400,64,-39.9412,176.5913,61.39,3.06
270,Byron Bay,AU,31,1570568400,73,-28.65,153.6167,62.73,4.85
271,Praia,BR,100,1570568400,76,-20.2488,-43.8055,76.95,3.53
272,Bodmin,GB,18,1570568400,73,50.4707,-4.7244,56.29,22.82
273,Cap Malheureux,MU,16,1570568400,76,-19.9842,57.6142,73.1,22.95
274,Sitka,US,0,1570568400,33,37.175,-99.6516,77.56,25.37
275,Arman,RU,100,1570568400,83,59.7,150.1667,36.41,17.54
276,Salalah,OM,0,1570568400,79,17.0149,54.0957,79.86,1.95
277,Katsuura,JP,6,1570568400,91,33.9258,134.505,59.61,0.92
278,Miles City,US,5,1570568400,16,46.4085,-105.841,74.61,11.55
279,Kaeo,NZ,0,1570568400,69,-35.1018,173.7751,62.09,7.36
280,Espanola,CA,0,1570568400,54,46.2653,-81.7699,59.07,8.14
281,Dingle,PH,100,1570568400,86,11.0001,122.6718,73.94,3.06
282,Tazovskiy,RU,100,1570568400,81,67.4667,78.7,33.26,8.16
283,Novokruchininskiy,RU,91,1570568400,73,51.7833,113.7667,46.98,10.35
284,Klyuchi,RU,0,1570568400,69,52.2549,79.1714,51.57,5.75
285,Rome,IT,0,1570568400,64,41.8933,12.4829,60.23,2.57
286,Jimma,ET,40,1570568400,96,7.6741,36.8393,54.32,1.25
287,Loukhi,RU,100,1570568400,97,66.0764,33.0381,34.95,8.3
288,Barcelos,BR,100,1570568400,77,-0.973,-62.9257,81.45,5.5
289,Kisber,HU,99,1570568400,45,47.5029,18.0367,53.69,9.76
290,Santiago,PH,82,1570568400,97,16.6853,121.5409,69.91,1.14
291,Jalu,LY,0,1570568400,21,29.0331,21.5482,81.86,16.87
292,Tuktoyaktuk,CA,17,1570568400,72,69.444,-133.032,32.85,14.98
293,Vao,EE,100,1570568400,97,59.1018,26.1904,38.37,6.66
294,Saldanha,PT,0,1570568400,72,41.4184,-6.5524,64.91,6.18
295,Yarovoye,RU,0,1570568400,64,52.9197,78.5636,51.31,5.08
296,Imbituba,BR,100,1570568400,84,-28.24,-48.6703,69.67,0.92
297,Obo,CF,100,1570568400,94,5.3941,26.4927,70.09,1.5
298,Kruisfontein,ZA,0,1570568400,93,-34.0034,24.7314,55.58,4.99
299,Snezhnogorsk,RU,100,1570568400,82,69.1919,33.2324,39.19,24.09
300,Severnoye,RU,100,1570568400,63,54.0918,52.5416,40.75,4.18
301,Necochea,AR,0,1570568400,62,-38.5473,-58.7368,54.81,10.77
302,Touros,BR,0,1570568400,76,-5.1989,-35.4609,81.64,22.39
303,Meadow Lake,CA,100,1570568400,44,54.1303,-108.4351,36.51,10.02
304,Tuatapere,NZ,100,1570568400,89,-46.1324,167.6908,49.84,7.11
305,Gunjur,GM,100,1570568400,78,13.176,-16.7599,83.61,10.02
306,Nantucket,US,100,1570568400,72,41.2835,-70.0995,61.28,15.19
307,Nanortalik,GL,100,1570568400,94,60.1432,-45.2372,39.58,5.55
308,Coquimbo,CL,67,1570568400,82,-29.9532,-71.3381,60.13,5.57
309,Fort Collins,US,100,1570568400,6,40.5509,-105.0669,77.05,6.85
310,Sao Filipe,CV,0,1570568400,82,14.8961,-24.4956,75.58,14.22
311,Portland,US,100,1570568400,62,43.661,-70.2549,60.34,3.29
312,Wukari,NG,100,1570568400,93,7.8705,9.7776,75.18,3.96
313,Jaisalmer,IN,0,1570568400,30,26.9117,70.9125,84.56,3.58
314,Algiers,US,0,1570568400,56,29.9413,-90.0376,86.76,4.04
315,Dongsheng,CN,50,1570568400,85,29.7168,112.5229,60.78,3.51
316,Grand Gaube,MU,29,1570568400,75,-20.0064,57.6608,73.28,22.06
317,Maragogi,BR,23,1570568400,77,-9.0119,-35.2226,78.3,17.04
318,Batemans Bay,AU,34,1570568400,69,-35.7073,150.1783,49.13,4.65
319,Maniitsoq,GL,19,1570568400,48,65.4167,-52.9001,36.91,8.59
320,Iracoubo,GF,90,1570568400,81,5.4794,-53.2058,80.6,8.37
321,Vila Velha,BR,34,1570568400,75,-3.7125,-38.6045,77.64,11.32
322,Belle Glade,US,100,1570568400,59,26.6845,-80.6676,87.57,3.53
323,Lokosovo,RU,96,1570568400,85,61.1318,74.8396,39.47,11.68
324,Lanzhou,CN,100,1570568400,63,36.0593,103.8239,50.66,5.08
325,Kayes,ML,100,1570568400,59,14.4434,-11.438,86.55,7.72
326,Bograd,RU,95,1570568400,77,54.2181,90.856,46.78,7.27
327,Neuquen,AR,67,1570568400,9,-38.9517,-68.0591,73.44,18.18
328,Kamenka,MD,58,1570568400,58,48.0322,28.7042,45.33,11.27
329,Clyde River,CA,38,1570568400,80,70.4692,-68.5915,28.8,3.11
330,Yenagoa,NG,100,1570568400,97,4.9247,6.2642,72.79,1.16
331,Kenai,US,100,1570568400,78,60.5544,-151.2584,47.07,8.23
332,Port Keats,AU,69,1570568400,84,-14.25,129.55,77.41,3.29
333,Tual,ID,97,1570568400,83,-5.6667,132.75,78.78,16.8
334,Vardo,US,90,1570568400,58,39.6165,-77.7392,65.58,8.7
335,Nikolskoye,RU,75,1570568400,94,59.7035,30.7861,41.11,8.18
336,Rumoi,JP,100,1570568400,78,43.9294,141.6678,55.62,43.28
337,Forestville,CA,63,1570568400,65,48.7394,-69.0883,56.41,12.4
338,Miri,NG,100,1570568400,87,10.3127,9.7453,72.19,2.66
339,Klaksvik,FO,86,1570568400,93,62.2266,-6.5891,50.7,18.54
340,Eureka,US,21,1570568400,88,40.8021,-124.1637,60.8,20.74
341,Tezu,IN,100,1570568400,97,27.9254,96.1647,67.42,3.49
342,Broome,GB,0,1570568400,78,52.4688,1.4544,51.26,14.68
343,Sinnamary,GF,28,1570568400,80,5.3772,-52.9574,82.6,17.13
344,Ribeira Grande,PT,0,1570568400,66,38.5167,-28.7001,65.61,10.26
345,Arlit,NE,43,1570568400,22,18.7391,7.3933,95.31,15.08
346,Tocopilla,CL,0,1570568400,82,-22.092,-70.198,59.72,4.88
347,Araouane,ML,0,1570568400,10,18.9041,-3.5276,93.92,8.86
348,Carutapera,BR,100,1570568400,76,-1.2017,-46.0206,79.83,9.93
349,Vestmanna,FO,85,1570568400,92,62.1564,-7.1664,50.54,22.03
350,Comodoro Rivadavia,AR,67,1570568400,49,-45.8654,-67.4808,57.2,13.13
351,La Ferte-Bernard,FR,0,1570568400,94,48.1863,0.6536,50.68,6.02
352,Kavaratti,IN,24,1570568400,70,10.5669,72.642,82.49,4.07
353,Puerto Suarez,BO,38,1570568400,36,-18.9629,-57.7974,91.61,3.62
354,Lucea,JM,80,1570568400,76,18.4423,-78.1727,88.52,13.77
355,Tessalit,ML,14,1570568400,12,20.2009,1.014,91.71,9.9
356,Celestun,MX,100,1570568400,79,20.8667,-90.4001,81.73,14.9
357,Camacha,PT,100,1570568400,82,33.0833,-16.3334,72.55,16.49
358,Lufilufi,WS,100,1570568400,79,-13.8745,-171.5986,80.47,21.47
359,Nome,US,0,1570568400,51,30.0358,-94.4244,82.02,2.39
360,Yakeshi,CN,71,1570568400,77,49.2833,120.7333,40.37,6.17
361,Matagami,NG,100,1570568400,97,9.6667,8.4,69.37,2.05
362,Bambous Virieux,MU,8,1570568400,77,-20.3428,57.7575,71.24,14.76
363,Paamiut,GL,100,1570568400,94,61.994,-49.6678,39.15,5.74
364,Belaya Gora,RU,56,1570568400,86,68.537,146.1873,10.28,2.74
365,Pandan,PH,98,1570568400,77,11.7199,122.0946,82.47,11.07
366,Saint-Louis,SN,100,1570568400,84,16.028,-16.5049,84.54,12.41
367,Dunmore Town,BS,99,1570568400,78,25.5,-76.6501,82.74,10.64
368,Vysokogornyy,RU,99,1570568400,98,50.0975,139.1259,36.72,3.47
369,Berdigestyakh,RU,100,1570568400,96,62.0983,126.6998,27.55,7.78
370,Koslan,RU,100,1570568400,88,63.4564,48.8989,32.92,14.65
371,Jasper,US,25,1570568400,62,33.8312,-87.2776,75.48,7.56
372,Adelaide,AU,0,1570568400,70,-34.9275,138.5999,47.97,6.06
373,Koraput,IN,100,1570568400,90,18.8111,82.7206,70.79,1.97
374,Lorengau,PG,82,1570568400,79,-2.0226,147.2712,80.82,7.05
375,Buluang,PH,100,1570568400,72,10.4667,123.9833,80.63,3.2
376,Cabedelo,BR,7,1570568400,82,-6.9733,-34.8352,74.95,8.54
377,Sorland,NO,0,1570568400,58,67.667,12.6934,45.33,29.46
378,Banda Aceh,ID,100,1570568400,78,5.5577,95.3222,81.09,15.64
379,Lensk,RU,95,1570568400,97,60.7141,114.9131,12.08,3.94
380,Luanda,AO,34,1570568400,88,-8.8272,13.2437,75.58,13.69
381,Torbay,CA,100,1570568400,89,47.6577,-52.727,55.58,19.31
382,Estevan,CA,37,1570568400,53,49.1428,-102.9911,60.43,9.37
383,Santa Maria,BR,67,1570568400,53,-16.0172,-48.0132,81.09,1.57
384,Eagle,US,100,1570568400,35,43.6954,-116.3541,67.35,15.44
385,Leeton,AU,0,1570568400,81,-34.5484,146.4011,44.83,6.16
386,Port Hedland,AU,12,1570568400,51,-20.3112,118.5801,67.2,0.81
387,Maumere,ID,0,1570568400,65,-8.6257,122.2193,72.5,3.38
388,Riyadh,SA,0,1570568400,32,24.632,46.7151,83.26,6.91
389,Privolzhye,RU,100,1570568400,87,52.8649,48.6044,42.93,7.92
390,Magenta,IT,4,1570568400,60,45.4654,8.8838,61.86,1.25
391,Tumbagaan,PH,100,1570568400,70,5.3656,120.3139,82.74,2.07
392,Nemuro,JP,0,1570568400,63,43.3236,145.575,53.08,29.89
393,Palmer,AU,0,1570568400,87,-34.8528,139.1601,47.05,3.04
394,Gribanovskiy,RU,0,1570568400,79,51.4579,41.9764,34.74,6.64
395,Toccoa,US,38,1570568400,91,34.5774,-83.3329,71.26,7.85
396,Itabira,BR,99,1570568400,66,-19.6187,-43.2266,81.16,4.88
397,Damavand,IR,0,1570568400,66,35.718,52.0682,63.03,1.21
398,Cedar Falls,US,0,1570568400,58,42.5278,-92.4455,68.67,15.55
399,Esmeralda,CL,100,1570568400,54,-34.3319,-70.8959,74.05,8.04
400,Mandera,ET,5,1570568400,60,3.9384,41.8573,82.11,4.12
401,Aquin,HT,18,1570568400,67,18.2809,-73.3945,82.96,3.83
402,Puerto Colombia,CO,100,1570568400,77,10.9891,-74.9555,90.46,7.66
403,Chara,GR,100,1570568400,82,39.4167,22.4309,60.16,2.57
404,Yurty,RU,9,1570568400,95,56.0487,97.6352,30.42,3.09
405,Skibbereen,IE,100,1570568400,75,51.55,-9.2667,54.96,27.0
406,Mount Isa,AU,0,1570568400,21,-20.729,139.4932,67.96,16.84
407,Mehamn,NO,100,1570568400,82,71.035,27.8517,37.22,17.25
408,Oranjemund,ZA,0,1570568400,83,-28.552,16.4284,57.18,11.39
409,Omsukchan,RU,17,1570568400,63,62.5333,155.8,3.81,2.3
410,Opuwo,NA,0,1570568400,42,-18.0559,13.8371,61.83,3.44
411,Bonavista,CA,100,1570568400,89,48.6542,-53.1104,55.09,15.01
412,Cintalapa,MX,94,1570568400,98,16.6951,-93.7272,69.67,4.97
413,Kihei,US,39,1570568400,75,20.7574,-156.446,79.5,14.85
414,Buta,CD,100,1570568400,99,2.7933,24.7287,68.83,2.53
415,Alihe,CN,97,1570568400,91,50.5723,123.7337,39.42,3.65
416,Aberdeen,US,85,1570568400,58,46.9754,-123.8158,53.62,17.06
417,Harper,US,0,1570568400,36,30.2999,-99.2443,84.06,7.49
418,Emborion,GR,90,1570568400,90,40.4833,21.55,54.72,1.95
419,Northam,AU,4,1570568400,69,-31.6536,116.6727,54.61,3.53
420,Half Moon Bay,US,100,1570568400,55,37.4636,-122.4286,75.29,6.39
421,Vicar,ES,0,1570568400,62,36.8316,-2.6428,69.06,2.64
422,Bilibino,RU,100,1570568400,96,68.055,166.4449,10.94,2.77
423,Leshukonskoye,RU,100,1570568400,96,64.8989,45.7622,32.92,14.56
424,Askiz,RU,98,1570568400,87,53.1327,90.53,46.15,4.17
425,Aksu,KZ,0,1570568400,67,52.0354,76.9341,52.85,5.1
426,Xapuri,BR,37,1570568400,39,-10.6512,-68.5018,91.82,3.02
427,Buchanan,LR,100,1570568400,88,5.8813,-10.0495,77.54,16.6
428,Sobolevo,RU,100,1570568400,88,54.4299,31.8996,37.62,11.41
429,Banjar,ID,40,1570568400,94,-7.3694,108.5417,68.31,2.39
430,Gizo,IL,100,1570568400,69,31.8041,34.9381,78.05,10.45
431,Boshan,CN,99,1570568400,72,36.4833,117.8333,55.62,5.88
432,Porto Velho,BR,66,1570568400,38,-8.7495,-63.8736,94.62,1.28
433,Chacabuco,AR,31,1570568400,38,-34.6421,-60.4714,73.62,1.79
434,Miyang,CN,51,1570568400,98,24.4048,103.4351,55.6,3.09
435,Baoying,CN,91,1570568400,87,33.2398,119.3134,59.38,6.69
436,Chinsali,ZM,0,1570568400,42,-10.55,32.0661,68.96,4.67
437,Igarka,RU,7,1570568400,84,67.4672,86.5698,25.56,0.83
438,Rabo de Peixe,PT,91,1570568400,63,37.8,-25.5834,68.85,14.97
439,Bowen,AU,0,1570568400,65,-20.0107,148.2468,72.03,0.78
440,Hambantota,LK,91,1570568400,81,6.1241,81.1185,80.51,11.57
441,Pacific Grove,US,100,1570568400,72,36.6174,-121.9156,71.94,7.29
442,Vukovar,HR,0,1570568400,47,45.3445,19.0018,49.61,6.41
443,Sao Joao da Barra,BR,0,1570568400,88,-21.6403,-41.0512,80.29,19.39
444,Ugoofaaru,MV,70,1570568400,74,5.6667,73.0,82.35,10.77
445,Banepa,NP,0,1570568400,89,27.6323,85.5216,60.71,2.84
446,Limoges,FR,100,1570568400,98,45.8354,1.2645,50.66,2.66
447,Qasigiannguit,GL,22,1570568400,63,68.8201,-51.1933,26.55,6.08
448,West Odessa,US,0,1570568400,44,31.836,-102.4815,85.08,16.47
449,Canico,PT,0,1570568400,76,32.6333,-16.85,72.83,5.44
450,Avera,US,85,1570568400,58,33.194,-82.5271,82.15,5.86
451,Cockburn Town,TC,0,1570568400,82,21.4612,-71.1419,83.14,17.29
452,Airai,TL,0,1570568400,68,-8.9266,125.4092,68.68,3.44
453,Voroshnevo,RU,100,1570568400,93,51.6528,36.0172,36.02,9.15
454,Kirakira,SB,96,1570568400,78,-10.4569,161.9202,79.93,3.69
455,Meulaboh,ID,100,1570568400,78,4.1363,96.1285,79.18,4.79
456,Tignere,CM,100,1570568400,96,7.3667,12.65,68.49,1.32
457,Margate,AU,40,1570568400,87,-43.0274,147.2623,49.05,2.13
458,Anderson,US,94,1570568400,89,34.5069,-82.6507,69.49,13.3
459,Novokizhinginsk,RU,100,1570568400,82,51.6115,109.5917,40.5,15.52
460,Reyes,BO,0,1570568400,49,-14.2953,-67.3359,87.11,3.8
461,Huarmey,PE,99,1570568400,87,-10.0688,-78.1522,60.42,11.68
462,Rantauprapat,ID,100,1570568400,99,2.1,99.8333,72.32,0.36
463,Batagay,RU,50,1570568400,85,67.6549,134.6351,10.13,3.91
464,Grindavik,IS,100,1570568400,82,63.8424,-22.4338,50.31,12.93
465,Prince Rupert,CA,0,1570568400,45,54.3161,-130.3202,50.13,8.39
466,Monze,ZM,0,1570568400,35,-16.276,27.4764,72.23,3.45
467,Shenxian,CN,99,1570568400,68,36.2411,115.6672,58.12,6.8
468,Bobcaygeon,CA,0,1570568400,45,44.5379,-78.5466,61.66,1.86
469,Huilong,CN,94,1570568400,94,31.1549,106.4976,60.4,3.49
470,Ucluelet,CA,0,1570568400,66,48.9414,-125.5491,52.9,21.34
471,Nanyang,CN,100,1570568400,69,33.001,112.5293,61.27,3.65
472,Mahibadhoo,MV,6,1570568400,70,3.7833,72.9667,81.95,3.96
473,Salinas,US,97,1570568400,21,36.6744,-121.6551,81.34,10.17
474,Canelli,IT,34,1570568400,77,44.7199,8.2882,56.12,1.92
475,Sibolga,ID,98,1570568400,84,1.737,98.7846,78.87,9.08
476,Udachnyy,RU,100,1570568400,93,66.4167,112.4,17.78,16.3
477,Skjervoy,NO,99,1570568400,63,70.0311,20.9714,39.64,16.6
478,Bathsheba,BB,100,1570568400,75,13.2167,-59.5167,85.24,19.13
479,Haines Junction,CA,100,1570568400,40,60.7527,-137.5101,26.37,6.73
480,Port Blair,IN,100,1570568400,69,11.6667,92.75,83.28,4.73
481,La Palma,CO,80,1570568400,71,5.3606,-74.3906,80.06,3.06
482,Khani,GE,72,1570568400,57,41.9563,42.9566,65.46,4.16
483,Pringsewu,ID,26,1570568400,98,-5.3555,104.9774,69.1,2.55
484,Teya,MX,100,1570568400,90,21.0486,-89.0739,79.45,6.02
485,Reserva,AR,59,1570568400,8,-38.7268,-68.1783,73.45,16.15
486,Puerto El Triunfo,SV,100,1570568400,78,13.2748,-88.5472,84.31,6.24
487,Kingseat,GB,100,1570568400,92,56.0974,-3.4084,50.59,10.13
488,Poso,ID,68,1570568400,79,-1.4012,120.7496,65.97,4.17
489,Semporna,MY,98,1570568400,93,4.48,118.6117,74.35,2.64
490,Qixia,CN,100,1570568400,48,37.3084,120.831,47.71,4.47
491,Am Timan,TD,100,1570568400,92,11.0396,20.2826,71.73,3.04
492,Douglas,US,53,1570568400,49,58.2756,-134.3926,40.57,0.96
493,Flinders,AU,41,1570568400,72,-34.581,150.846,54.56,22.07
494,Lillooet,CA,64,1570568400,68,50.6912,-121.9399,32.68,10.36
495,Ahuimanu,US,73,1570568400,55,21.4447,-157.8378,86.45,2.62
496,Biskamzha,RU,98,1570568400,95,53.4509,89.5287,42.67,0.6
497,Alice Springs,AU,0,1570568400,29,-23.6984,133.8813,58.02,11.05
498,Shache,CN,100,1570568400,32,38.4167,77.2406,62.78,2.22
499,Hinton,CA,100,1570568400,78,53.4047,-117.5703,23.13,8.61
500,Mwinilunga,ZM,99,1570568400,67,-11.7315,24.426,63.77,2.37
501,Jiuquan,CN,99,1570568400,50,39.7321,98.4937,49.73,2.99
502,Novyy Urengoy,RU,100,1570568400,86,66.0833,76.6333,31.53,10.5
503,General Delgado,PY,0,1570568400,59,-27.0907,-56.5255,79.54,4.12
504,Deputatskiy,RU,100,1570568400,98,69.3,139.9,4.98,2.04
505,Sulangan,PH,100,1570568400,77,11.1373,123.7228,81.86,5.56
506,Ekuvukeni,ZA,2,1570568400,77,-28.4676,30.1551,61.0,2.36
507,Mazyr,BY,100,1570568400,54,52.0476,29.2666,43.99,13.06
508,Kungurtug,RU,32,1570568400,81,50.5987,97.5254,34.56,4.47
509,Ambon,FR,28,1570568400,79,47.5542,-2.5567,59.0,16.04
510,Auki,NG,99,1570568400,82,12.1824,6.5056,75.45,3.89
511,Heihe,RU,43,1570568400,72,50.2378,127.5132,38.38,6.85
512,Ternate,PH,91,1570568400,86,14.2859,120.7165,79.61,6.46
513,Matara,BI,37,1570568400,58,-3.4812,29.4807,62.51,5.2
514,Gainesville,US,3,1570568400,71,29.6519,-82.325,82.61,7.61
515,Shingu,JP,8,1570568400,97,33.7241,135.993,50.25,7.16
516,Nusaybin,TR,100,1570568400,24,37.0826,41.2145,75.82,5.37
517,Bulgan,MN,0,1570568400,60,48.8129,103.5323,38.97,7.16
518,Abramovka,GE,15,1570568400,72,41.4701,45.0076,58.68,0.49
519,Xining,CN,100,1570568400,83,36.6219,101.773,40.24,3.27
520,Yarmouth,CA,100,1570568400,76,43.8373,-66.1157,58.23,5.16
521,Kangaba,ML,9,1570568400,75,11.9415,-8.4139,77.31,5.37
522,Beberibe,BR,6,1570568400,74,-4.1811,-38.1299,76.41,7.78
523,Saint-Georges,CA,24,1570568400,68,46.123,-70.672,53.15,5.88
524,Henties Bay,NA,0,1570568400,88,-22.1161,14.2845,61.74,12.64
525,Ambunti,PG,17,1570568400,95,-4.2181,142.8225,75.18,2.0
526,Tayu,JP,0,1570568400,69,35.0643,136.668,61.65,8.39
527,Lamu,CN,100,1570568400,82,35.7664,102.3749,43.61,5.24
528,Tyret Pervaya,RU,28,1570568400,91,53.6703,102.3106,30.99,7.34
529,Athabasca,CA,100,1570568400,44,54.7215,-113.2858,33.08,12.37
530,Aleksandrov Gay,RU,100,1570568400,51,50.1425,48.5684,49.35,10.64
531,Kalmunai,LK,3,1570568400,92,7.4167,81.8167,74.84,1.83
532,Hermiston,US,79,1570568400,31,45.8404,-119.2895,60.77,26.13
533,Ashoknagar,IN,0,1570568400,69,24.5762,77.7303,73.17,2.53
534,Malinyi,TZ,0,1570568400,63,-8.944,36.1369,78.42,6.99
